id,price
0,254.19999999999996
1,85.70000000000002
2,111.99999999999997
3,109.49999999999997
4,134.50000000000006
5,100.0
6,130.10000000000008
7,125.7
8,197.09999999999994
9,79.99999999999999
10,135.40000000000003
11,67.20000000000002
12,105.50000000000003
13,90.79999999999998
14,112.00000000000007
15,129.5
16,303.69999999999993
17,119.8
18,95.99999999999973
19,139.50000000000017
20,93.19999999999976
21,154.50000000000009
22,277.4000000000001
23,97.6
24,130.8
25,129.4
26,169.90000000000003
27,109.39999999999998
28,107.90000000000002
29,121.40000000000002
30,134.20000000000002
31,72.30000000000001
32,40.599999999999994
33,480.7999999999999
34,62.5
35,197.2
36,174.5
37,158.0
38,99.19999999999997
39,96.79999999999998
40,286.3
41,78.6
42,79.5
43,160.7
44,202.89999999999995
45,82.1
46,47.60000000000001
47,39.7
48,257.60000000000036
49,97.6
50,47.50000000000001
51,427.3999999999999
52,563.7999999999993
53,146.49999999999997
54,228.69999999999996
55,105.0
56,87.80000000000001
57,254.80000000000004
58,147.79999999999995
59,221.99999999999986
60,87.80000000000001
61,73.59999999999998
62,99.20000000000002
63,154.49999999999997
64,68.6
65,124.5
66,185.00000000000009
67,47.800000000000004
68,266.2000000000004
69,107.79999999999995
70,91.4
71,114.4
72,167.30000000000004
73,97.80000000000001
74,179.89999999999998
75,84.19999999999999
76,87.0
77,153.40000000000003
78,64.4
79,181.99999999999997
80,396.4000000000004
81,63.40000000000002
82,86.39999999999998
83,82.69999999999996
84,90.89999999999976
85,109.69999999999997
86,367.0999999999999
87,30.499999999999993
88,280.50000000000006
89,363.70000000000016
90,277.0000000000002
91,58.10000000000001
92,111.6
93,89.39999999999993
94,163.7
95,123.79999999999998
96,85.29999999999998
97,126.60000000000014
98,189.8
99,50.50000000000004
100,60.10000000000004
101,89.60000000000002
102,429.8999999999998
103,74.5
104,100.40000000000006
105,72.5
106,111.40000000000002
107,157.00000000000003
108,193.3
109,100.80000000000003
110,39.400000000000006
111,33.39999999999999
112,216.1
113,85.4
114,170.09999999999997
115,253.69999999999996
116,335.90000000000026
117,82.1
118,118.9
119,97.59999999999998
120,65.89999999999996
121,159.09999999999997
122,787.8000000000013
123,82.10000000000001
124,296.3000000000004
125,183.59999999999997
126,99.0
127,153.7
128,144.99999999999997
129,57.80000000000001
130,48.3
131,75.1
132,150.2
133,87.49999999999969
134,120.90000000000002
135,99.70000000000002
136,134.29999999999998
