id,price
0,452.3166186745747
1,79.61646779002011
2,396.26938406195393
3,134.00032791328644
4,179.5534072125573
5,108.13897321040402
6,104.81859681457377
7,112.32487079245513
8,180.93625334764099
9,135.55044075694954
10,95.90529466397105
11,177.93855007507878
12,104.61001879760737
13,96.53025882142185
14,254.6307704151054
15,208.43272437734242
16,66.42949782483646
17,71.44049961241511
18,459.37648071165347
19,98.4613514606136
20,150.1932803059313
21,95.3104503211171
22,99.6172428128081
23,56.99402663305893
24,135.9432315923588
25,140.41269891799175
26,194.7529488811174
27,107.42704161983957
28,154.86580116747245
29,120.8270967321242
30,104.41158859637018
31,128.8131597152942
32,84.42666485531979
33,111.9805015227325
34,101.42028104573413
35,79.8474242285016
36,108.54839520890124
37,258.60021467334434
38,290.2351595292882
39,147.80100951836727
40,105.15502626304743
41,106.51338939213078
42,66.18045096696413
43,100.55875821864298
44,157.22825666481708
45,97.81655970138074
46,114.5501498345236
47,270.80021000307846
48,106.38548199648572
49,165.64150595784363
50,39.79386535866442
51,128.87656420430818
52,285.0576050078806
53,126.73784849001377
54,104.94721534679142
55,173.7062389401493
56,77.40797228270586
57,152.1592438179735
58,100.94072985830087
59,131.10985491387177
60,151.86179966262367
61,216.84509960943373
62,71.05006863383568
63,130.76072924922516
64,230.9527556088925
65,207.26000367521087
66,106.09252830423885
67,154.1092176390413
68,143.568690172209
69,203.66864632389007
70,91.04491948750345
71,203.84947288547826
72,96.19342721188829
73,274.29498192457095
74,125.99115571664508
75,74.40729211689138
76,501.3757952642881
77,119.25257707975872
78,88.1913743074971
79,96.03353882070512
80,317.8818324724421
81,108.1812285511191
82,138.25872639775676
83,357.36391220653246
84,114.80180848271321
85,137.3180827798814
86,290.78266338258953
87,130.91771753974396
88,75.0381088805293
89,149.5533026923201
90,103.21292724708916
91,29.814217105222273
92,406.8476950111487
93,111.89902291216835
94,329.65772408643124
95,104.22966174768227
96,105.2878336544296
97,159.5965710258539
98,85.3621553752645
99,121.52276588896775
100,151.59903417701773
101,105.00978426109842
102,81.93787200708972
103,166.2889818898823
104,87.66882635548193
105,110.80575700097799
106,198.16002351952997
107,126.99802351252241
108,130.25243939694735
109,106.93753254488988
110,367.006704437299
111,98.36792600674669
112,103.9161447743699
113,267.064201447325
114,98.24341059917157
115,112.07354115155128
116,88.87698816711357
117,227.51946844060663
118,93.08045960801498
119,104.84941931520397
120,84.48619793505125
121,31.39835672168498
122,228.1735442819875
123,181.31765440811247
124,164.1610798670734
125,237.56148859366957
126,191.96939435061958
127,106.08001225283057
128,112.36648128109344
129,266.98272137380576
130,169.179705321341
131,106.82403530188836
132,496.2211661314365
133,247.37450000687025
134,121.41345107432588
135,284.1060598765216
136,86.71724907444776
137,204.83291359028058
138,154.46808692979653
139,121.19362020804556
140,105.31634863507549
141,152.90755169840736
142,315.99582584952316
143,101.44678406872964
144,75.22426058139185
145,67.95489217574934
146,268.67351810191997
147,144.1871181035185
148,114.75893930461652
149,103.96639331473195
150,89.24759581778689
151,53.175959950020214
152,119.2930492892529
153,201.97385147212253
154,201.8506063453828
155,102.9531308504436
156,197.031619553572
157,413.78709665116327
158,97.01939660892778
159,103.86664246791518
160,109.09080582509736
161,116.40489687009733
162,100.0026375891788
163,187.09117139749895
164,166.11422350983582
165,350.62018073978635
166,67.57678984504393
167,135.5988070562146
168,195.36334417680524
169,95.84985671998977
170,122.73333928958805
171,120.30850163356249
172,173.24614465011015
173,67.78891130851294
174,138.18578161371437
175,116.78531928529424
176,235.88213911454804
177,160.53604957272404
178,129.64742902516122
179,126.88893464289178
180,241.30798773508488
181,136.98007180897076
182,325.1265939778915
183,112.27674047721045
184,155.89035176269485
185,100.3276670297784
186,100.6458707915602
187,130.26600221028212
188,104.95479421587032
189,108.79117257095781
190,235.9923585758555
191,361.4914189273972
192,123.89382310301087
193,173.01103606293796
194,131.49103474031816
195,215.64834714397398
196,248.04151828016708
197,92.4650760315529
198,84.70575506607142
199,130.7904893829726
200,188.46231225240163
201,103.78244856920854
202,126.79023975215252
203,70.54478073998358
204,113.98993114431956
205,73.57858878716614
206,106.13889159070014
207,136.1898932353456
208,92.62293640649504
209,112.26204293401136
210,110.52434486779282
211,167.84993606081682
212,105.03026285833855
213,139.07530923002244
214,91.54909941587634
215,107.62527107436173
216,253.85846422613199
217,138.1155456240391
218,153.89402298764904
219,107.34662083782057
220,90.60091085749409
221,77.79176123423805
222,287.62402465729735
223,144.8093139964575
224,78.67910968627406
225,232.80637178478423
226,128.48297182113006
227,107.94313517620235
228,137.82267220517403
229,227.6387814908201
230,106.05883458822352
231,226.90352877322172
232,114.59370947905308
233,97.92941943026457
234,76.8625907391099
235,102.93548752028066
236,103.33219749642605
237,325.31992873220827
238,82.99167589066353
239,95.91837043727087
240,74.0820962714964
241,141.17856496089726
242,174.4285990398668
243,76.0657212329329
244,158.96858927706785
245,214.4056655640257
246,62.22476092410919
247,59.14967339154218
248,96.36231216197821
249,139.898530424986
250,111.16216798514587
251,154.03289353411574
252,180.33771585387134
253,112.27244021063592
254,421.58151207656164
255,106.3504762336707
